Title,Year,Type_Long,Type,Link,En_mi_web,title_clean
"El uso de AgroTICs para generar las cartas agroclimáticas de la provincia de La Pampa. Bellini Saibene, Yanina; Ramos, Lucas; Casagrande, Guillermo; Vergara Graciela. Tercer Congreso Argentino de Agro informática. ISSN: 1852-4850. Editor: SADIO. 30 y 31 de Agosto de 2011.",2011,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,https://inta.gob.ar/documentos/el-uso-de-agrotics-para-generar-las-cartas-agroclimaticas-de-la-provincia-de-la-pampa,,"el uso de agrotics para generar las cartas agroclimáticas de la provincia de la pampa. bellini saibene, yanina; ramos, lucas; casagrande, guillermo; vergara graciela. tercer congreso argentino de agro informática. issn: 1852-4850. editor: sadio. 30 y 31 de agosto de 2011."
"Manuales de campo de la RIAN para dispositivos móviles. Herrera, Germán; Escobar, Guillermo; Schaab, Lucas; Bellini Saibene, Yanina; Caldera, Juan; Ramos, Lucas. Tercer Congreso Argentino de Agro informática. ISSN: 1852-4850. Editor: SADIO. 30 y 31 de Agosto de 2011.",2011,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,https://inta.gob.ar/documentos/manuales-de-campo-de-la-rian-para-dispositivos-moviles,,"manuales de campo de la rian para dispositivos móviles. herrera, germán; escobar, guillermo; schaab, lucas; bellini saibene, yanina; caldera, juan; ramos, lucas. tercer congreso argentino de agro informática. issn: 1852-4850. editor: sadio. 30 y 31 de agosto de 2011."
Metodología utilizada para el manejo de la información en AgroRADAR,2011,Articulo de Divulgación,Popular science articles,https://inta.gob.ar/documentos/metodologia-utilizada-para-el-manejo-de-la-informacion-en-agroradar,,metodología utilizada para el manejo de la información en agroradar
"Minería de datos: el que busca, encuentra. Bellini Saibene, Yanina. Horizonte Agropecuario Pampeano-Puntano. Julio 2011. ISSN 0327-3180. Ediciones INTA.",2011,Popular science articles,Popular science articles,,,"minería de datos: el que busca, encuentra. bellini saibene, yanina. horizonte agropecuario pampeano-puntano. julio 2011. issn 0327-3180. ediciones inta."
Trigo. Manual de campo,2011,Colaboración,Book Chapters,https://inta.gob.ar/documentos/trigo-manual-de-campo,,trigo. manual de campo
Yerba mate. Manual de campo,2011,Colaboración,Book Chapters,https://inta.gob.ar/documentos/yerba-mate-manual-de-campo,,yerba mate. manual de campo
Boletín RIAN La Pampa - San Luis - Agosto 2012- Nro 91,2012,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-septiembre-2012-nro-91,,boletín rian la pampa - san luis - agosto 2012- nro 91
Boletín RIAN La Pampa - San Luis - Diciembre 2012- Nro 94,2012,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-diciembre-2012-nro-94,,boletín rian la pampa - san luis - diciembre 2012- nro 94
Boletín RIAN La Pampa - San Luis - Junio 2012- Nro 90,2012,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-junio-2012-nro-90,,boletín rian la pampa - san luis - junio 2012- nro 90
Boletín RIAN La Pampa - San Luis - Octubre 2012- Nro 93,2012,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-octubre-2012-nro-93,,boletín rian la pampa - san luis - octubre 2012- nro 93
Boletín RIAN La Pampa - San Luis - Septiembre 2012- Nro 92,2012,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-septiembre-2012-nro-92,,boletín rian la pampa - san luis - septiembre 2012- nro 92
El Trigo en la Vidriera,2012,Articulo de Divulgación,Popular science articles,https://inta.gob.ar/documentos/el-trigo-en-la-vidriera,,el trigo en la vidriera
"Identificación de granizo con la utilización de variables polarimetricas de los radares de Paraná y Anguil, el radar de Pergamino y daño en cultivos. Romina Nahir Mezher, Santiago Banchero y Yanina Bellini. CongreMet XI. XI Congreso Argentino de Meteorología. 28 de Mayo al 1 de Junio de 2012. Mendoza, Argentina.",2012,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,,,"identificación de granizo con la utilización de variables polarimetricas de los radares de paraná y anguil, el radar de pergamino y daño en cultivos. romina nahir mezher, santiago banchero y yanina bellini. congremet xi. xi congreso argentino de meteorología. 28 de mayo al 1 de junio de 2012. mendoza, argentina."
"Radar Meteorológico INTA. Bellini Yanina, Casagrande Guillermo. Revista 365. Pág. 18 y 19. Abril del 2012.",2012,Popular science articles,Popular science articles,,,"radar meteorológico inta. bellini yanina, casagrande guillermo. revista 365. pág. 18 y 19. abril del 2012."
Boletín RIAN La Pampa - San Luis - Enero 2013- Nro 95,2013,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-enero-2013-nro-95,,boletín rian la pampa - san luis - enero 2013- nro 95
Boletín RIAN La Pampa - San Luis - Febrero 2013- Nro 96,2013,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-febrero-2013-nro-96,,boletín rian la pampa - san luis - febrero 2013- nro 96
Boletín RIAN La Pampa - San Luis - Febrero 2013- Nro 97,2013,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-febrero-2013-nro-97,,boletín rian la pampa - san luis - febrero 2013- nro 97
Boletín RIAN La Pampa - San Luis - Julio 2013- Nro 98,2013,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-febrero-2013-nro-97,,boletín rian la pampa - san luis - julio 2013- nro 98
Boletín RIAN La Pampa - San Luis - Noviembre 2013- Nro 100,2013,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-noviembre-2013-nro-100,,boletín rian la pampa - san luis - noviembre 2013- nro 100
Boletín RIAN La Pampa - San Luis - Octubre-Noviembre 2013- Nro 99,2013,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-febrero-2013-nro-97,,boletín rian la pampa - san luis - octubre-noviembre 2013- nro 99
"Identificación de Sistemas Productivos Preponderantes en una zona de la provincia de La Pampa utilizando técnicas de DataMining. Bellini Saibene, Yanina; Iturrioz, Gabriela, Lorda, Héctor. Anales Congreso Argentino de AgroInformática 2013. ISSN: 1852-4850. Editor: SADIO. 16 al 20 de Septiembre de 2013, Córdoba.",2013,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,https://inta.gob.ar/documentos/identificacion-de-sistemas-productivos-preponderantes-en-una-zona-de-la-provincia-de-la-pampa-utilizando-tecnicas-de-datamining,,"identificación de sistemas productivos preponderantes en una zona de la provincia de la pampa utilizando técnicas de datamining. bellini saibene, yanina; iturrioz, gabriela, lorda, héctor. anales congreso argentino de agroinformática 2013. issn: 1852-4850. editor: sadio. 16 al 20 de septiembre de 2013, córdoba."
Boletín RIAN La Pampa - San Luis - Enero 2014- Nro 101,2014,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-enero-2014-nro-101,,boletín rian la pampa - san luis - enero 2014- nro 101
Boletín RIAN La Pampa - San Luis - Febrero 2014- Nro 102,2014,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-febrero-2014-nro-102,,boletín rian la pampa - san luis - febrero 2014- nro 102
Boletín RIAN La Pampa - San Luis - Mayo 2014- Nro 105,2014,Newsletter,Popular science articles,https://inta.gob.ar/documentos/boletin-rian-la-pampa-san-luis-mayo-2014-nro-105,,boletín rian la pampa - san luis - mayo 2014- nro 105
"Desarrollo y uso de herramientas libres para la explotación de datos de los radares meteorológicos del INTA. Yanina Bellini Saibene, Martín Volpaccio, Santiago Banchero, Romina Mezher. Anales del 6º Congreso Argentino de AgroInformática. ISSN: 1852-4850. Editor: SADIO. 1 al 5 de Septiembre de 2014 - Facultad de Ingenieria - Universidad de Palermo.",2014,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,https://inta.gob.ar/documentos/desarrollo-y-uso-de-herramientas-libres-para-la-explotacion-de-datos-de-los-radares-meteorologicos-del-inta,,"desarrollo y uso de herramientas libres para la explotación de datos de los radares meteorológicos del inta. yanina bellini saibene, martín volpaccio, santiago banchero, romina mezher. anales del 6º congreso argentino de agroinformática. issn: 1852-4850. editor: sadio. 1 al 5 de septiembre de 2014 - facultad de ingenieria - universidad de palermo."
"Red de radares de INTA. Bellini, Yanina; Belmonte, Laura. Horizonte Agropecuario Pampeano-Puntano 103. Octubre 2014. ISSN 0327-3180. Ediciones INTA.",2014,Popular science articles,Popular science articles,,,"red de radares de inta. bellini, yanina; belmonte, laura. horizonte agropecuario pampeano-puntano 103. octubre 2014. issn 0327-3180. ediciones inta."
"Sistema de Información del Seguimiento Semanal de los Sistemas de Producción. Lucas Ramos, Yanina Bellini Saibene. Anales del 6º Congreso Argentino de AgroInformática. ISSN: 1852-4850. Editor: SADIO. 1 al 5 de Septiembre de 2014 - Facultad de Ingenieria - Universidad de Palermo.",2014,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,https://inta.gob.ar/documentos/sistema-de-informacion-del-seguimiento-semanal-de-los-sistemas-de-produccion,,"sistema de información del seguimiento semanal de los sistemas de producción. lucas ramos, yanina bellini saibene. anales del 6º congreso argentino de agroinformática. issn: 1852-4850. editor: sadio. 1 al 5 de septiembre de 2014 - facultad de ingenieria - universidad de palermo."
"“Encuesta tecnológica de los sistemas ganaderos bovinos de carne. Caracterización de la Ganadería Bovina de San Luis.” Rossanigo Carlos, Arano Arturo, Bellini Saibene Yanina y Fernández Darío. Capítulo de la publicación Información técnica Nº 190. ISSN 0327-425X. Ediciones INTA. Diciembre de 2015.",2015,Journals,Journals,,,"“encuesta tecnológica de los sistemas ganaderos bovinos de carne. caracterización de la ganadería bovina de san luis.” rossanigo carlos, arano arturo, bellini saibene yanina y fernández darío. capítulo de la publicación información técnica nº 190. issn 0327-425x. ediciones inta. diciembre de 2015."
Clasificación de granizo en superficie usando técnicas de minería de datos y datos de radar meteorológico. ASAI.,2015,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,https://inta.gob.ar/documentos/clasificacion-de-granizo-en-superficie-usando-tecnicas-de-mineria-de-datos-y-datos-de-radar-meteorologico,,clasificación de granizo en superficie usando técnicas de minería de datos y datos de radar meteorológico. asai.
"Classification of hail on the ground using Data Mining techniques and weather radar data. Bellini Saibene, Yanina Noemí; Volpacchio, Martín.16º Argentine Symposium on Artificial Intelligence. ISSN: 1850-2784. Argentina 31 de Agosto de 2015. Rosario, Santa Fe, Argentina.",2015,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,,,"classification of hail on the ground using data mining techniques and weather radar data. bellini saibene, yanina noemí; volpacchio, martín.16º argentine symposium on artificial intelligence. issn: 1850-2784. argentina 31 de agosto de 2015. rosario, santa fe, argentina."
"Desarrollo de software para el procesamiento y análisis de datos de la red de radares meteorológicos del INTA. Bellini Saibene, Y., Banchero, S., Mezher, R., Volpacchio, M.  XII Congreso Argentino de Meteorología. CONGREMET XII. 26 al 29 de Mayo de 2015. Mar del Plata, Argentina.",2015,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,https://inta.gob.ar/documentos/desarrollo-de-software-para-el-procesamiento-y-analisis-de-datos-de-la-red-de-radares-meterologicos-de-inta,,"desarrollo de software para el procesamiento y análisis de datos de la red de radares meteorológicos del inta. bellini saibene, y., banchero, s., mezher, r., volpacchio, m.  xii congreso argentino de meteorología. congremet xii. 26 al 29 de mayo de 2015. mar del plata, argentina."
Firma de convenio entre el INTA y el Instituto Liceo Informático,2015,Noticia,Blog post,https://inta.gob.ar/noticias/firma-de-convenio-entre-el-inta-y-el-instituto-liceo-informatico,,firma de convenio entre el inta y el instituto liceo informático
GeoINTA. Aprovechando los mapas del INTA en la web. Horizonte Agropecuario Pampeano-Puntano. Nº 106. Septiembre de 2015. ISSN: 0327-3180. Ediciones INTA.,2015,Popular science articles,Popular science articles,,,geointa. aprovechando los mapas del inta en la web. horizonte agropecuario pampeano-puntano. nº 106. septiembre de 2015. issn: 0327-3180. ediciones inta.
"Hacia una Arquitectura de Procesamiento de Datos del RADAR Meteorológico de INTA Anguil. Diván, Mario; Bellini Saibene, Yanina; Martín, María de los Angeles; Belmonte, María Laura; Lafuente, Guillermo; Caldera, Juan Marcelo. 9º Simposio Argentino de Informática en el Estado (SIE). ISSN: 1851-2526. 2 al 4 de Septiembre de 2015. Santa Fé.",2015,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,,,"hacia una arquitectura de procesamiento de datos del radar meteorológico de inta anguil. diván, mario; bellini saibene, yanina; martín, maría de los angeles; belmonte, maría laura; lafuente, guillermo; caldera, juan marcelo. 9º simposio argentino de informática en el estado (sie). issn: 1851-2526. 2 al 4 de septiembre de 2015. santa fé."
"HAR (HAIL-Archive): desarrollo de un sistema de información y base de datos sobre granizo en la región semiárida pampeana central. Bellini Saibene, Y., Caldera, J.M., Volpacchio, M. XII Congreso Argentino de Meteorología. CONGREMET XII. 26 al 29 de Mayo de 2015. Mar del Plata, Argentina.",2015,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,https://inta.gob.ar/documentos/har-hail-archive-desarrollo-de-un-sistema-de-informacion-y-base-de-datos-sobre-granizo-en-la-region-semiarida-pampeana-central,,"har (hail-archive): desarrollo de un sistema de información y base de datos sobre granizo en la región semiárida pampeana central. bellini saibene, y., caldera, j.m., volpacchio, m. xii congreso argentino de meteorología. congremet xii. 26 al 29 de mayo de 2015. mar del plata, argentina."
Horizonte agropecuario pampeano - puntano Nº 106 Septiembre de 2015,2015,Articulo de Divulgación,Popular science articles,https://inta.gob.ar/documentos/horizonte-agropecuario-pampeano-puntano-no-106-septiembre-de-2015,,horizonte agropecuario pampeano - puntano nº 106 septiembre de 2015
Horizonte agropecuario pampeano - puntano Nº 107 diciembre de 2015,2015,Articulo de Divulgación,Popular science articles,https://inta.gob.ar/documentos/horizonte-agropecuario-pampeano-puntano-no-107-diciembre-de-2015,,horizonte agropecuario pampeano - puntano nº 107 diciembre de 2015
"Síntesis de una Arquitectura de Procesamiento de Datos del RADAR Meteorológico de INTA Anguil. Diván, Mario; Bellini Saibene, Yanina; Martín, María de los Angeles; Belmonte, María Laura; Lafuente, Guillermo; Caldera, Juan Marcelo. AGRANDA. Simposio Argentino de GRANdes DAtos (1st edition). 1 y 2 de Septiembre de 2015. ISSN 2451-7569.",2015,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,,,"síntesis de una arquitectura de procesamiento de datos del radar meteorológico de inta anguil. diván, mario; bellini saibene, yanina; martín, maría de los angeles; belmonte, maría laura; lafuente, guillermo; caldera, juan marcelo. agranda. simposio argentino de grandes datos (1st edition). 1 y 2 de septiembre de 2015. issn 2451-7569."
"Towards an Data Processing Architecture for the Meteorological Radar of the INTA Anguil. Diván, Mario; Bellini Saibene, Yanina; Martín, María de los Angeles; Belmonte, María Laura; Lafuente, Guillermo; Caldera, Juan Marcelo. DMIA 2015 (International Workshop on Data Mining with Industrial Applications). Paraguay. 14-16 de Septiembre de 2015.",2015,"En Congresos, Seminarios, Simposios y Jornadas Internacionales",International Conferences,,,"towards an data processing architecture for the meteorological radar of the inta anguil. diván, mario; bellini saibene, yanina; martín, maría de los angeles; belmonte, maría laura; lafuente, guillermo; caldera, juan marcelo. dmia 2015 (international workshop on data mining with industrial applications). paraguay. 14-16 de septiembre de 2015."
"Aplicación de geotecnologías para el mapeo de la agricultura urbana: el caso PROHUERTA en la ciudad de Santa Rosa, La Pampa. M. Castro , A. Farana , P. V. Ermini, Y. Bellini Saibene. 3º Jornadas de Tecnología de Información Geográfica del Sur Argentino. Universidad Nacional del Sur. Bahía Blanca, Argentina. 24-26 de Agosto 2016.",2016,"En Congresos, Seminarios, Simposios y Jornadas Nacionales",National Conferences,,,"aplicación de geotecnologías para el mapeo de la agricultura urbana: el caso prohuerta en la ciudad de santa rosa, la pampa. m. castro , a. farana , p. v. ermini, y. bellini saibene. 3º jornadas de tecnología de información geográfica del sur argentino. universidad nacional del sur. bahía blanca, argentina. 24-26 de agosto 2016."
